Year,Month,Day,UTC Hour,PM2.5,PM10_mask,Retrospective
2014,5,16,9,55.69,0.0,1
2014,5,16,10,57.35,0.0,1
2014,5,16,11,56.46,0.0,1
2014,5,16,12,57.41,0.0,1
2014,5,16,13,60.16,0.0,1
2014,5,16,14,57.88,0.0,1
2014,5,16,15,59.14,0.0,1
2014,5,16,16,61.39,0.0,1
2014,5,16,17,58.84,0.0,1
2014,5,16,18,58.85,0.0,1
2014,5,16,19,59.17,0.0,1
2014,5,16,20,60.6,0.0,1
2014,5,16,21,58.23,0.0,1
2014,5,16,22,54.37,0.0,1
2014,5,16,23,50.13,0.0,1
2014,5,17,0,44.88,0.0,1
2014,5,17,1,40.27,0.0,1
2014,5,17,2,38.06,0.0,1
2014,5,17,3,41.51,0.0,1
2014,5,17,4,51.38,0.0,1
2014,5,17,5,60.33,0.0,1
2014,5,17,6,68.58,0.0,1
2014,5,17,7,75.28,0.0,1
2014,5,17,8,82.2,0.0,1
2014,5,17,9,89.86,0.0,1
2014,5,17,10,96.77,0.0,1
2014,5,17,11,96.87,0.0,1
2014,5,17,12,96.6,0.0,1
2014,5,17,13,95.81,0.0,1
2014,5,17,14,91.81,0.0,1
2014,5,17,15,87.78,0.0,1
2014,5,17,16,81.87,0.0,1
2014,5,17,17,74.89,0.0,1
2014,5,17,18,70.02,0.0,1
2014,5,17,19,68.35,0.0,1
2014,5,17,20,65.18,0.0,1
2014,5,17,21,59.16,0.0,1
2014,5,17,22,53.15,0.0,1
2014,5,17,23,44.94,0.0,1
2014,5,18,0,39.24,0.0,1
2014,5,18,1,30.65,0.0,1
2014,5,18,2,25.08,0.0,1
2014,5,18,3,20.84,0.0,1
2014,5,18,4,20.82,0.0,1
2014,5,18,5,18.1,0.0,1
2014,5,18,6,16.38,0.0,1
2014,5,18,7,15.73,0.0,1
2014,5,18,8,16.13,0.0,1
2014,5,18,9,18.52,0.0,1
2014,5,18,10,22.48,0.0,1
2014,5,18,11,26.59,0.0,1
2014,5,18,12,27.67,0.0,1
2014,5,18,13,28.18,0.0,1
2014,5,18,14,26.51,0.0,1
2014,5,18,15,24.93,0.0,1
2014,5,18,16,27.2,0.0,1
2014,5,18,17,29.41,0.0,1
2014,5,18,18,25.9,0.0,1
2014,5,18,19,25.47,0.0,1
2014,5,18,20,24.29,0.0,1
2014,5,18,21,23.45,0.0,1
2014,5,18,22,25.71,0.0,1
2014,5,18,23,23.85,0.0,1
2014,5,19,0,24.72,0.0,1
2014,5,19,1,26.63,0.0,1
2014,5,19,2,28.84,0.0,1
2014,5,19,3,31.62,0.0,1
2014,5,19,4,34.38,0.0,1
2014,5,19,5,36.08,0.0,1
2014,5,19,6,38.0,0.0,1
2014,5,19,7,37.53,0.0,1
2014,5,19,8,37.2,0.0,1
2014,5,19,9,37.55,0.0,1
2014,5,19,10,39.54,0.0,1
2014,5,19,11,39.69,0.0,1
2014,5,19,12,44.21,0.0,1
2014,5,19,13,44.82,0.0,1
2014,5,19,14,42.63,0.0,1
2014,5,19,15,36.82,0.0,1
2014,5,19,16,36.16,0.0,1
2014,5,19,17,35.84,0.0,1
2014,5,19,18,35.66,0.0,1
2014,5,19,19,33.1,0.0,1
2014,5,19,20,33.27,0.0,1
2014,5,19,21,33.52,0.0,1
2014,5,19,22,38.08,0.0,1
2014,5,19,23,42.11,0.0,1
2014,5,20,0,42.32,0.0,1
2014,5,20,1,44.15,0.0,1
2014,5,20,2,50.06,0.0,1
2014,5,20,3,52.21,0.0,1
2014,5,20,4,57.54,0.0,1
2014,5,20,5,58.33,0.0,1
2014,5,20,6,59.31,0.0,1
2014,5,20,7,56.62,0.0,1
2014,5,20,8,49.17,0.0,1
2014,5,20,9,46.38,0.0,1
2014,5,20,10,47.32,0.0,1
2014,5,20,11,51.81,0.0,1
2014,5,20,12,58.99,0.0,1
2014,5,20,13,72.27,0.0,1
2014,5,20,14,91.06,0.0,1
2014,5,20,15,107.33,0.0,1
2014,5,20,16,108.35,0.0,1
2014,5,20,17,92.42,0.0,1
2014,5,20,18,93.75,0.0,1
2014,5,20,19,91.7,0.0,1
2014,5,20,20,78.68,0.0,1
2014,5,20,21,69.41,0.0,1
2014,5,20,22,68.1,0.0,1
2014,5,20,23,73.99,0.0,1
2014,5,21,0,79.05,0.0,1
2014,5,21,1,75.66,0.0,1
2014,5,21,2,74.27,0.0,1
2014,5,21,3,67.19,0.0,1
2014,5,21,4,53.88,0.0,1
2014,5,21,5,48.19,0.0,1
2014,5,21,6,47.3,0.0,1
2014,5,21,7,43.64,0.0,1
2014,5,21,8,38.79,0.0,1
2014,5,21,9,40.14,0.0,1
2014,5,21,10,44.34,0.0,1
2014,5,21,11,46.93,0.0,1
2014,5,21,12,48.99,0.0,1
2014,5,21,13,49.66,0.0,1
2014,5,21,14,54.95,0.0,1
2014,5,21,15,61.62,0.0,1
2014,5,21,16,65.75,0.0,1
2014,5,21,17,76.78,0.0,1
2014,5,21,18,97.93,0.0,1
2014,5,21,19,111.64,0.0,1
2014,5,21,20,112.0,0.0,1
2014,5,21,21,112.33,0.0,1
2014,5,21,22,118.7,0.0,1
2014,5,21,23,124.53,0.0,1
2014,5,22,0,126.11,0.0,1
2014,5,22,1,127.67,0.0,1
2014,5,22,2,127.2,0.0,1
2014,5,22,3,128.03,0.0,1
2014,5,22,4,126.34,0.0,1
2014,5,22,5,124.02,0.0,1
2014,5,22,6,122.46,0.0,1
2014,5,22,7,121.74,0.0,1
2014,5,22,8,124.7,0.0,1
2014,5,22,9,124.64,0.0,1
2014,5,22,10,118.94,0.0,1
2014,5,22,11,113.74,0.0,1
2014,5,22,12,110.85,0.0,1
2014,5,22,13,106.94,0.0,1
2014,5,22,14,103.82,0.0,1
2014,5,22,15,100.16,0.0,1
2014,5,22,16,101.1,0.0,1
2014,5,22,17,95.56,0.0,1
2014,5,22,18,82.57,0.0,1
2014,5,22,19,80.45,0.0,1
2014,5,22,20,63.99,0.0,1
2014,5,22,21,47.54,0.0,1
2014,5,22,22,39.14,0.0,1
2014,5,22,23,29.28,0.0,1
2014,5,23,0,25.37,0.0,1
2014,5,23,1,24.9,0.0,1
2014,5,23,2,24.93,0.0,1
2014,5,23,3,24.42,0.0,1
2014,5,23,4,25.63,0.0,1
2014,5,23,5,28.76,0.0,1
2014,5,23,6,28.44,0.0,1
2014,5,23,7,24.6,0.0,1
2014,5,23,8,21.4,0.0,1
2014,5,23,9,23.12,0.0,1
2014,5,23,10,25.01,0.0,1
2014,5,23,11,27.19,0.0,1
2014,5,23,12,29.13,0.0,1
2014,5,23,13,30.3,0.0,1
2014,5,23,14,31.26,0.0,1
2014,5,23,15,30.16,0.0,1
2014,5,23,16,27.96,0.0,1
2014,5,23,17,24.03,0.0,1
2014,5,23,18,19.79,0.0,1
2014,5,23,19,18.2,0.0,1
2014,5,23,23,15.48,0.0,1
2014,5,24,0,16.1,0.0,1
2014,5,24,1,15.01,0.0,1
2014,5,24,2,16.33,0.0,1
2014,5,24,3,17.64,0.0,1
2014,5,24,4,20.82,0.0,1
2014,5,24,5,22.11,0.0,1
2014,5,24,6,22.51,0.0,1
2014,5,24,7,20.57,0.0,1
2014,5,24,8,20.33,0.0,1
2014,5,24,9,19.58,0.0,1
2014,5,24,10,18.63,0.0,1
2014,5,24,11,19.15,0.0,1
2014,5,24,12,19.66,0.0,1
2014,5,24,13,20.22,0.0,1
2014,5,24,14,19.77,0.0,1
2014,5,24,15,20.77,0.0,1
2014,5,24,16,21.51,0.0,1
2014,5,24,17,22.26,0.0,1
2014,5,24,18,24.15,0.0,1
2014,5,24,19,25.7,0.0,1
2014,5,24,20,26.02,0.0,1
2014,5,24,21,25.97,0.0,1
2014,5,24,22,25.85,0.0,1
2014,5,24,23,24.67,0.0,1
2014,5,25,0,24.74,0.0,1
2014,5,25,1,22.49,0.0,1
2014,5,25,2,27.33,0.0,1
2014,5,25,3,28.97,0.0,1
2014,5,25,4,26.72,0.0,1
2014,5,25,5,29.27,0.0,1
2014,5,25,6,25.35,0.0,1
2014,5,25,7,22.33,0.0,1
2014,5,25,8,22.24,0.0,1
2014,5,25,9,20.25,0.0,1
2014,5,25,10,19.69,0.0,1
2014,5,25,11,20.03,0.0,1
2014,5,25,12,19.15,0.0,1
2014,5,25,13,20.39,0.0,1
2014,5,25,14,21.64,0.0,1
2014,5,25,15,26.98,0.0,1
2014,5,25,16,33.76,0.0,1
2014,5,25,17,43.31,0.0,1
2014,5,25,18,59.19,0.0,1
2014,5,25,19,84.37,0.0,1
2014,5,25,20,108.55,0.0,1
2014,5,25,21,114.61,0.0,1
2014,5,25,22,116.45,0.0,1
2014,5,25,23,128.07,0.0,1
2014,5,26,0,151.35,0.0,1
2014,5,26,1,158.59,0.0,1
2014,5,26,2,146.25,0.0,1
2014,5,26,3,114.13,0.0,1
2014,5,26,4,96.79,0.0,1
2014,5,26,5,91.04,0.0,1
2014,5,26,6,90.12,0.0,1
2014,5,26,7,86.73,0.0,1
2014,5,26,8,84.28,0.0,1
2014,5,26,9,82.39,0.0,1
2014,5,26,10,81.28,0.0,1
2014,5,26,11,84.8,0.0,1
2014,5,26,12,93.47,0.0,1
2014,5,26,13,104.0,0.0,1
2014,5,26,14,115.74,0.0,1
2014,5,26,15,126.91,0.0,1
2014,5,26,16,142.06,0.0,1
2014,5,26,17,151.59,0.0,1
2014,5,26,18,148.97,0.0,1
2014,5,26,19,133.69,0.0,1
2014,5,26,20,112.85,0.0,1
2014,5,26,21,91.99,0.0,1
2014,5,26,22,88.51,0.0,1
2014,5,26,23,85.27,0.0,1
2014,5,27,0,81.89,0.0,1
2014,5,27,1,88.79,0.0,1
2014,5,27,2,92.83,0.0,1
2014,5,27,3,100.1,0.0,1
2014,5,27,4,111.31,0.0,1
2014,5,27,5,126.87,0.0,1
2014,5,27,6,127.75,0.0,1
2014,5,27,7,132.37,0.0,1
2014,5,27,8,133.03,0.0,1
2014,5,27,9,133.15,0.0,1
2014,5,27,10,132.68,0.0,1
2014,5,27,11,147.52,0.0,1
2014,5,27,12,168.06,0.0,1
2014,5,27,13,183.79,0.0,1
2014,5,27,14,195.66,0.0,1
2014,5,27,15,201.34,0.0,1
2014,5,27,16,197.66,0.0,1
2014,5,27,17,186.88,0.0,1
2014,5,27,18,152.92,0.0,1
2014,5,27,19,117.16,0.0,1
2014,5,27,20,91.04,0.0,1
2014,5,27,21,79.97,0.0,1
2014,5,27,22,72.4,0.0,1
2014,5,27,23,70.97,0.0,1
2014,5,28,0,67.52,0.0,1
2014,5,28,1,63.93,0.0,1
2014,5,28,2,69.01,0.0,1
2014,5,28,3,79.05,0.0,1
2014,5,28,4,96.5,0.0,1
2014,5,28,5,114.75,0.0,1
2014,5,28,6,134.49,0.0,1
2014,5,28,7,157.85,0.0,1
2014,5,28,8,158.67,0.0,1
2014,5,28,9,162.97,0.0,1
2014,5,28,10,177.26,0.0,1
2014,5,28,11,174.87,0.0,1
2014,5,28,12,157.74,0.0,1
2014,5,28,13,139.65,0.0,1
2014,5,28,14,122.58,0.0,1
2014,5,28,15,114.67,0.0,1
2014,5,28,16,114.19,0.0,1
2014,5,28,17,109.98,0.0,1
2014,5,28,18,106.62,0.0,1
2014,5,28,19,104.81,0.0,1
2014,5,28,20,92.19,0.0,1
2014,5,28,21,79.57,0.0,1
2014,5,28,22,80.08,0.0,1
2014,5,28,23,80.97,0.0,1
2014,5,29,0,80.03,0.0,1
2014,5,29,1,74.12,0.0,1
2014,5,29,2,64.12,0.0,1
2014,5,29,3,53.94,0.0,1
2014,5,29,4,51.39,0.0,1
2014,5,29,5,59.1,0.0,1
2014,5,29,6,63.19,0.0,1
2014,5,29,7,56.59,0.0,1
2014,5,29,8,47.38,0.0,1
2014,5,29,9,47.03,0.0,1
2014,5,29,10,46.25,0.0,1
2014,5,29,11,38.84,0.0,1
2014,5,29,12,35.37,0.0,1
2014,5,29,13,35.23,0.0,1
2014,5,29,14,37.37,0.0,1
2014,5,29,15,43.29,0.0,1
2014,5,29,16,49.18,0.0,1
2014,5,29,17,64.32,0.0,1
2014,5,29,18,72.76,0.0,1
2014,5,29,19,83.35,0.0,1
2014,5,29,20,95.97,0.0,1
2014,5,29,21,106.6,0.0,1
2014,5,29,22,113.57,0.0,1
2014,5,29,23,119.16,0.0,1
2014,5,30,0,126.31,0.0,1
2014,5,30,1,127.97,0.0,1
2014,5,30,2,133.89,0.0,1
2014,5,30,3,138.44,0.0,1
2014,5,30,4,154.59,0.0,1
2014,5,30,5,160.24,0.0,1
2014,5,30,6,169.65,0.0,1
2014,5,30,7,161.51,0.0,1
2014,5,30,8,167.39,0.0,1
2014,5,30,9,171.52,0.0,1
2014,5,30,10,171.06,0.0,1
2014,5,30,11,169.65,0.0,1
2014,5,30,12,162.71,0.0,1
2014,5,30,13,152.14,0.0,1
2014,5,30,14,142.1,0.0,1
2014,5,30,15,133.36,0.0,1
2014,5,30,16,124.56,0.0,1
2014,5,30,17,104.71,0.0,1
2014,5,30,18,86.94,0.0,1
2014,5,30,19,77.81,0.0,1
2014,5,30,20,71.31,0.0,1
2014,5,30,21,62.97,0.0,1
2014,5,30,22,66.17,0.0,1
2014,5,30,23,72.64,0.0,1
2014,5,31,0,66.21,0.0,1
2014,5,31,1,59.92,0.0,1
2014,5,31,2,59.16,0.0,1
2014,5,31,3,62.16,0.0,1
2014,5,31,4,60.75,0.0,1
2014,5,31,5,65.3,0.0,1
2014,5,31,6,75.6,0.0,1
2014,5,31,7,77.0,0.0,1
2014,5,31,8,64.09,0.0,1
2014,5,31,9,53.24,0.0,1
2014,5,31,10,48.27,0.0,1
2014,5,31,11,45.32,0.0,1
2014,5,31,12,47.6,0.0,1
2014,5,31,13,45.9,0.0,1
2014,5,31,14,46.89,0.0,1
2014,5,31,15,47.66,0.0,1
2014,5,31,16,45.93,0.0,1
2014,5,31,17,44.16,0.0,1
2014,5,31,18,42.12,0.0,1
2014,5,31,19,38.42,0.0,1
2014,5,31,20,36.02,0.0,1
2014,5,31,21,36.23,0.0,1
2014,5,31,22,38.88,0.0,1
2014,5,31,23,38.63,0.0,1
2014,5,31,0,41.1,0.0,1
2014,6,1,0,40.42,1.0,1
2014,6,1,1,41.82,0.0,1
2014,6,1,2,41.96,0.0,1
2014,6,1,3,42.69,0.0,1
2014,6,1,4,41.58,0.0,1
2014,6,1,5,41.0,0.0,1
2014,6,1,6,39.46,0.0,1
2014,6,1,7,36.06,0.0,1
2014,6,1,8,31.48,0.0,1
2014,6,1,9,25.43,0.0,1
2014,6,1,10,23.23,0.0,1
2014,6,1,11,24.37,0.0,1
2014,6,1,12,25.58,0.0,1
2014,6,1,13,26.31,0.0,1
2014,6,1,14,27.37,0.0,1
2014,6,1,15,27.9,0.0,1
2014,6,1,16,29.84,0.0,1
2014,6,1,17,30.5,0.0,1
2014,6,1,18,26.53,0.0,1
2014,6,1,19,23.05,0.0,1
2014,6,1,20,18.15,0.0,1
2014,6,1,21,15.92,0.0,1
2014,6,1,22,18.64,0.0,1
2014,6,1,23,17.75,0.0,1
2014,6,2,0,15.25,0.0,1
2014,6,2,1,13.23,0.0,1
2014,6,2,2,14.11,0.0,1
2014,6,2,3,19.12,0.0,1
2014,6,2,4,21.51,0.0,1
2014,6,2,5,21.97,0.0,1
2014,6,2,6,22.7,0.0,1
2014,6,2,7,23.55,0.0,1
2014,6,2,8,25.86,0.0,1
2014,6,2,9,29.53,0.0,1
2014,6,2,10,34.01,0.0,1
2014,6,2,11,39.23,0.0,1
2014,6,2,12,47.51,0.0,1
2014,6,2,13,56.68,0.0,1
2014,6,2,14,62.29,0.0,1
2014,6,2,15,63.61,0.0,1
2014,6,2,16,62.93,0.0,1
2014,6,2,17,58.68,0.0,1
2014,6,2,18,53.08,0.0,1
2014,6,2,19,50.26,0.0,1
2014,6,2,20,52.06,0.0,1
2014,6,2,21,47.2,0.0,1
2014,6,2,22,43.92,0.0,1
2014,6,2,23,41.45,0.0,1
2014,6,3,0,39.46,0.0,1
2014,6,3,1,37.28,0.0,1
2014,6,3,2,37.96,0.0,1
2014,6,3,3,37.21,0.0,1
2014,6,3,4,35.99,0.0,1
2014,6,3,5,36.29,0.0,1
2014,6,3,6,36.41,0.0,1
2014,6,3,7,34.54,0.0,1
2014,6,3,8,28.21,0.0,1
2014,6,3,9,20.16,0.0,1
2014,6,3,10,19.63,0.0,1
2014,6,3,11,20.53,0.0,1
2014,6,3,12,24.53,0.0,1
2014,6,3,13,29.83,0.0,1
2014,6,3,14,35.04,0.0,1
2014,6,3,15,42.21,0.0,1
2014,6,3,16,46.6,0.0,1
2014,6,3,17,46.75,0.0,1
2014,6,3,18,44.55,0.0,1
2014,6,3,19,40.71,0.0,1
2014,6,3,20,38.57,0.0,1
2014,6,3,21,36.96,0.0,1
2014,6,3,22,39.81,0.0,1
2014,6,3,23,41.64,0.0,1
2014,6,4,0,44.64,0.0,1
2014,6,4,1,47.54,0.0,1
2014,6,4,2,49.54,0.0,1
2014,6,4,3,51.75,0.0,1
2014,6,4,4,52.83,0.0,1
2014,6,4,5,49.38,0.0,1
2014,6,4,6,52.88,0.0,1
2014,6,4,7,54.51,0.0,1
2014,6,4,8,56.93,0.0,1
2014,6,4,9,64.35,0.0,1
2014,6,4,10,68.29,0.0,1
2014,6,4,11,68.34,0.0,1
2014,6,4,12,71.91,0.0,1
2014,6,4,13,73.49,0.0,1
2014,6,4,14,74.02,0.0,1
2014,6,4,15,76.03,0.0,1
2014,6,4,16,75.16,0.0,1
2014,6,4,17,66.62,0.0,1
2014,6,4,18,57.2,0.0,1
2014,6,4,19,56.25,0.0,1
2014,6,4,20,62.31,0.0,1
2014,6,4,21,59.54,0.0,1
2014,6,4,22,51.24,0.0,1
2014,6,4,23,47.19,0.0,1
2014,6,5,0,47.05,0.0,1
2014,6,5,1,45.62,0.0,1
2014,6,5,2,49.75,0.0,1
2014,6,5,3,56.78,0.0,1
2014,6,5,4,55.94,0.0,1
2014,6,5,5,51.3,0.0,1
2014,6,5,6,51.39,0.0,1
2014,6,5,7,47.62,0.0,1
2014,6,5,8,44.27,0.0,1
2014,6,5,9,42.79,0.0,1
2014,6,5,10,44.62,0.0,1
2014,6,5,11,41.6,0.0,1
2014,6,5,12,42.25,0.0,1
2014,6,5,13,42.84,0.0,1
2014,6,5,14,42.7,0.0,1
2014,6,5,15,41.76,0.0,1
2014,6,5,16,40.29,0.0,1
2014,6,5,17,40.72,0.0,1
2014,6,5,18,40.76,0.0,1
2014,6,5,19,45.63,0.0,1
2014,6,5,20,51.3,0.0,1
2014,6,5,21,56.98,0.0,1
2014,6,5,22,62.21,0.0,1
2014,6,5,23,57.47,0.0,1
2014,6,6,0,55.03,0.0,1
2014,6,6,1,55.93,0.0,1
2014,6,6,2,56.36,0.0,1
2014,6,6,3,46.9,0.0,1
2014,6,6,4,40.42,0.0,1
2014,6,6,5,39.44,0.0,1
2014,6,6,6,42.21,0.0,1
2014,6,6,7,41.19,0.0,1
2014,6,6,8,40.84,0.0,1
2014,6,6,9,43.44,0.0,1
2014,6,6,10,45.76,0.0,1
2014,6,6,11,50.1,0.0,1
2014,6,6,12,56.0,0.0,1
2014,6,6,13,55.98,0.0,1
2014,6,6,14,55.96,0.0,1
2014,6,6,15,57.19,0.0,1
2014,6,6,16,62.8,0.0,1
2014,6,6,17,65.02,0.0,1
2014,6,6,18,63.08,0.0,1
2014,6,6,19,59.64,0.0,1
2014,6,6,20,55.88,0.0,1
2014,6,6,21,54.28,0.0,1
2014,6,6,22,51.17,0.0,1
2014,6,6,23,47.72,0.0,1
2014,6,7,0,47.66,0.0,1
2014,6,7,1,46.16,0.0,1
2014,6,7,2,47.2,0.0,1
2014,6,7,3,48.33,0.0,1
2014,6,7,4,49.86,0.0,1
2014,6,7,5,51.85,0.0,1
2014,6,7,6,50.78,0.0,1
2014,6,7,7,47.33,0.0,1
2014,6,7,8,50.77,0.0,1
2014,6,7,9,52.65,0.0,1
2014,6,7,10,51.81,0.0,1
2014,6,7,11,50.05,0.0,1
2014,6,7,12,50.0,0.0,1
2014,6,7,13,49.16,0.0,1
2014,6,7,14,48.15,0.0,1
2014,6,7,15,48.5,0.0,1
2014,6,7,16,50.82,0.0,1
2014,6,7,17,53.02,0.0,1
2014,6,7,18,57.4,0.0,1
2014,6,7,19,61.44,0.0,1
2014,6,7,20,68.44,0.0,1
2014,6,7,21,76.67,0.0,1
2014,6,7,22,77.07,0.0,1
2014,6,7,23,76.83,0.0,1
2014,6,8,0,72.97,0.0,1
2014,6,8,1,69.01,0.0,1
2014,6,8,2,66.16,0.0,1
2014,6,8,3,62.15,0.0,1
2014,6,8,4,56.97,0.0,1
2014,6,8,5,56.58,0.0,1
2014,6,8,6,49.21,0.0,1
2014,6,8,7,45.18,0.0,1
2014,6,8,8,43.82,0.0,1
2014,6,8,9,41.67,0.0,1
2014,6,8,10,39.34,0.0,1
2014,6,8,11,40.85,0.0,1
2014,6,8,12,42.42,0.0,1
2014,6,8,13,42.71,0.0,1
2014,6,8,14,46.72,0.0,1
2014,6,8,15,51.56,0.0,1
2014,6,8,16,54.85,0.0,1
2014,6,8,17,55.58,0.0,1
2014,6,8,18,56.21,0.0,1
2014,6,8,19,52.31,0.0,1
2014,6,8,20,50.52,0.0,1
2014,6,8,21,51.31,0.0,1
2014,6,8,22,49.52,0.0,1
2014,6,8,23,47.77,0.0,1
2014,6,9,0,44.91,0.0,1
2014,6,9,1,42.95,0.0,1
2014,6,9,2,40.13,0.0,1
2014,6,9,3,37.04,0.0,1
2014,6,9,4,35.43,0.0,1
2014,6,9,5,34.15,0.0,1
2014,6,9,6,33.19,0.0,1
2014,6,9,7,31.65,0.0,1
2014,6,9,8,30.44,0.0,1
2014,6,9,9,29.59,0.0,1
2014,6,9,10,30.36,0.0,1
2014,6,9,11,30.97,0.0,1
2014,6,9,12,30.08,0.0,1
2014,6,9,13,30.25,0.0,1
2014,6,9,14,33.15,0.0,1
2014,6,9,15,36.28,0.0,1
2014,6,9,16,36.46,0.0,1
2014,6,9,17,35.71,0.0,1
2014,6,9,18,37.21,0.0,1
2014,6,9,19,36.85,0.0,1
2014,6,9,20,37.14,0.0,1
2014,6,9,21,37.0,0.0,1
2014,6,9,22,37.3,0.0,1
2014,6,9,23,35.01,0.0,1
2014,6,10,0,33.71,0.0,1
2014,6,10,1,30.64,0.0,1
2014,6,10,2,29.07,0.0,1
2014,6,10,3,27.71,0.0,1
2014,6,10,4,29.24,0.0,1
2014,6,10,5,28.31,0.0,1
2014,6,10,6,28.37,0.0,1
2014,6,10,7,27.1,0.0,1
2014,6,10,8,25.74,0.0,1
2014,6,10,9,24.64,0.0,1
2014,6,10,10,23.24,0.0,1
2014,6,10,11,21.74,0.0,1
2014,6,10,12,22.48,0.0,1
2014,6,10,13,25.54,0.0,1
2014,6,10,14,30.14,0.0,1
2014,6,10,15,31.54,0.0,1
2014,6,10,16,31.56,0.0,1
2014,6,10,17,32.39,0.0,1
2014,6,10,18,32.53,0.0,1
2014,6,10,19,32.94,0.0,1
2014,6,10,20,31.72,0.0,1
2014,6,10,21,30.92,0.0,1
2014,6,10,22,28.45,0.0,1
2014,6,10,23,28.76,0.0,1
2014,6,11,0,26.78,0.0,1
2014,6,11,1,27.51,0.0,1
2014,6,11,2,26.85,0.0,1
2014,6,11,3,26.33,0.0,1
2014,6,11,4,28.31,0.0,1
2014,6,11,5,30.41,0.0,1
2014,6,11,6,31.6,0.0,1
2014,6,11,7,32.37,0.0,1
2014,6,11,8,32.71,0.0,1
2014,6,11,9,33.94,0.0,1
2014,6,11,10,34.48,0.0,1
2014,6,11,11,34.12,0.0,1
2014,6,11,12,32.97,0.0,1
2014,6,11,13,34.16,0.0,1
2014,6,11,14,33.51,0.0,1
2014,6,11,15,34.88,0.0,1
2014,6,11,16,34.58,0.0,1
2014,6,11,17,30.6,0.0,1
2014,6,11,18,26.51,0.0,1
2014,6,11,19,26.6,0.0,1
2014,6,11,20,26.63,0.0,1
2014,6,11,21,26.63,0.0,1
2014,6,11,22,26.89,0.0,1
2014,6,11,23,28.54,0.0,1
2014,6,12,0,30.56,0.0,1
2014,6,12,1,32.52,0.0,1
2014,6,12,2,32.63,0.0,1
2014,6,12,3,33.23,0.0,1
2014,6,12,4,34.2,0.0,1
2014,6,12,5,34.03,0.0,1
2014,6,12,6,34.0,0.0,1
2014,6,12,7,34.2,0.0,1
2014,6,12,8,35.54,0.0,1
2014,6,12,9,35.76,0.0,1
2014,6,12,10,36.68,0.0,1
2014,6,12,11,39.95,0.0,1
2014,6,12,12,41.66,0.0,1
2014,6,12,13,43.62,0.0,1
2014,6,12,14,49.12,0.0,1
2014,6,12,15,56.47,0.0,1
2014,6,12,16,60.82,0.0,1
2014,6,12,17,61.02,0.0,1
2014,6,12,18,60.52,0.0,1
2014,6,12,19,61.18,0.0,1
2014,6,12,20,61.84,0.0,1
2014,6,12,21,62.51,0.0,1
2014,6,12,22,61.47,0.0,1
2014,6,12,23,59.16,0.0,1
2014,6,13,0,58.85,0.0,1
2014,6,13,1,56.78,0.0,1
2014,6,13,2,55.02,0.0,1
2014,6,13,3,55.43,0.0,1
2014,6,13,4,57.23,0.0,1
2014,6,13,5,59.22,0.0,1
2014,6,13,6,59.33,0.0,1
2014,6,13,7,62.15,0.0,1
2014,6,13,8,69.03,0.0,1
2014,6,13,9,74.88,0.0,1
2014,6,13,10,76.72,0.0,1
2014,6,13,11,78.46,0.0,1
2014,6,13,12,77.68,0.0,1
2014,6,13,13,75.74,0.0,1
2014,6,13,14,76.47,0.0,1
2014,6,13,15,80.41,0.0,1
2014,6,13,16,84.97,0.0,1
2014,6,13,17,87.84,0.0,1
2014,6,13,18,89.96,0.0,1
2014,6,13,19,85.88,0.0,1
2014,6,13,20,81.1,0.0,1
2014,6,13,21,78.18,0.0,1
2014,6,13,22,83.49,0.0,1
2014,6,13,23,90.48,0.0,1
2014,6,14,0,93.53,0.0,1
2014,6,14,1,94.72,0.0,1
2014,6,14,2,81.1,0.0,1
2014,6,14,3,81.03,0.0,1
2014,6,14,4,81.27,0.0,1
2014,6,14,5,84.03,0.0,1
2014,6,14,6,85.47,0.0,1
2014,6,14,7,93.1,0.0,1
2014,6,14,8,99.97,0.0,1
2014,6,14,9,100.19,0.0,1
2014,6,14,10,99.9,0.0,1
2014,6,14,11,102.54,0.0,1
2014,6,14,12,106.31,0.0,1
2014,6,14,13,107.24,0.0,1
2014,6,14,14,107.96,0.0,1
2014,6,14,15,112.91,0.0,1
2014,6,14,16,115.8,0.0,1
2014,6,14,17,116.58,0.0,1
2014,6,14,18,111.5,0.0,1
2014,6,14,19,107.58,0.0,1
2014,6,14,20,100.05,0.0,1
2014,6,14,21,96.58,0.0,1
2014,6,14,22,94.24,0.0,1
2014,6,14,23,91.76,0.0,1
2014,6,15,0,94.77,0.0,1
2014,6,15,1,89.63,0.0,1
2014,6,15,2,82.4,0.0,1
2014,6,15,3,88.42,0.0,1
2014,6,15,4,95.67,0.0,1
2014,6,15,5,94.71,0.0,1
2014,6,15,6,83.54,0.0,1
2014,6,15,7,88.25,0.0,1
2014,6,15,8,84.52,0.0,1
2014,6,15,9,73.41,0.0,1
2014,6,15,10,67.1,0.0,1
2014,6,15,11,64.87,0.0,1
2014,6,15,12,64.8,0.0,1
2014,6,15,13,64.8,0.0,1
2014,6,15,14,64.79,0.0,1
2014,6,15,15,67.16,0.0,1
2014,6,15,16,70.79,0.0,1
2014,6,15,17,73.56,0.0,1
2014,6,15,18,76.6,0.0,1
2014,6,15,19,77.21,0.0,1
2014,6,15,20,72.92,0.0,1
2014,6,15,21,63.8,0.0,1
2014,6,15,22,53.16,0.0,1
2014,6,15,23,50.54,0.0,1
2014,6,16,0,52.41,0.0,1
2014,6,16,1,45.1,0.0,1
