Year,Month,Day,UTC Hour,PM2.5,PM10_mask,Retrospective
2019,3,24,9,50.27,0.0,0
2019,3,24,10,50.26,0.0,0
2019,3,24,11,50.28,0.0,0
2019,3,24,12,50.28,0.0,0
2019,3,24,13,50.32,0.0,0
2019,3,24,14,50.29,0.0,0
2019,3,24,15,50.27,0.0,0
2019,3,24,16,50.28,0.0,0
2019,3,24,17,50.27,0.0,0
2019,3,24,18,50.26,0.0,0
2019,3,24,19,50.27,0.0,0
2019,3,24,20,50.3,0.0,0
2019,3,24,21,50.31,0.0,0
2019,3,24,22,50.32,0.0,0
2019,3,24,23,50.31,0.0,0
2019,3,25,0,50.39,0.0,0
2019,3,25,1,50.36,0.0,0
2019,3,25,2,50.27,0.0,0
2019,3,25,3,50.27,0.0,0
2019,3,25,4,50.28,0.0,0
2019,3,25,5,50.28,0.0,0
2019,3,25,6,50.25,0.0,0
2019,3,25,7,50.26,0.0,0
2019,3,25,8,50.28,0.0,0
2019,3,25,9,50.27,0.0,0
2019,3,25,10,50.24,0.0,0
2019,3,25,11,50.23,0.0,0
2019,3,25,12,50.25,0.0,0
2019,3,25,13,50.26,0.0,0
2019,3,25,14,50.27,0.0,0
2019,3,25,15,50.32,0.0,0
2019,3,25,16,50.35,0.0,0
2019,3,25,17,50.39,0.0,0
2019,3,25,18,50.42,0.0,0
2019,3,25,19,50.41,0.0,0
2019,3,25,20,50.4,0.0,0
2019,3,25,21,50.45,0.0,0
2019,3,25,22,50.49,0.0,0
2019,3,25,23,50.57,0.0,0
2019,3,26,0,50.62,0.0,0
2019,3,26,1,50.67,0.0,0
2019,3,26,2,50.76,0.0,0
2019,3,26,3,50.79,0.0,0
2019,3,26,4,50.81,0.0,0
2019,3,26,5,50.83,0.0,0
2019,3,26,6,50.85,0.0,0
2019,3,26,7,50.88,0.0,0
2019,3,26,8,50.9,0.0,0
2019,3,26,9,50.92,0.0,0
2019,3,26,10,50.94,0.0,0
2019,3,26,11,51.03,0.0,0
2019,3,26,12,50.77,0.0,0
2019,3,26,13,50.98,0.0,0
2019,3,26,14,50.98,0.0,0
2019,3,26,15,50.98,0.0,0
2019,3,26,16,50.98,0.0,0
2019,3,26,17,50.93,0.0,0
2019,3,26,18,50.88,0.0,0
2019,3,26,19,50.76,0.0,0
2019,3,26,20,50.67,0.0,0
2019,3,26,21,50.68,0.0,0
2019,3,26,22,50.69,0.0,0
2019,3,26,23,50.69,0.0,0
2019,3,27,0,50.7,0.0,0
2019,3,27,1,50.68,0.0,0
2019,3,27,2,50.64,0.0,0
2019,3,27,3,50.65,0.0,0
2019,3,27,4,50.62,0.0,0
2019,3,27,5,50.61,0.0,0
2019,3,27,6,50.59,0.0,0
2019,3,27,7,50.54,0.0,0
2019,3,27,8,50.53,0.0,0
2019,3,27,9,50.52,0.0,0
2019,3,27,10,50.51,0.0,0
2019,3,27,11,50.52,0.0,0
2019,3,27,12,50.52,0.0,0
2019,3,27,13,24.98,0.0,0
2019,3,27,14,23.56,0.0,0
2019,3,27,15,23.15,0.0,0
2019,3,27,16,50.47,0.0,0
2019,3,27,17,50.49,0.0,0
2019,3,27,18,50.51,0.0,0
2019,3,27,19,50.51,0.0,0
2019,3,27,20,50.56,0.0,0
2019,3,27,21,50.65,0.0,0
2019,3,27,22,50.6,0.0,0
2019,3,27,23,50.59,0.0,0
2019,3,28,0,50.59,0.0,0
2019,3,28,1,50.44,0.0,0
2019,3,28,2,50.44,0.0,0
2019,3,28,3,50.67,0.0,0
2019,3,28,4,50.69,0.0,0
2019,3,28,5,50.69,0.0,0
2019,3,28,6,27.74,0.0,0
2019,3,28,7,50.67,0.0,0
2019,3,28,8,50.66,0.0,0
2019,3,28,9,50.65,0.0,0
2019,3,28,10,50.66,0.0,0
2019,3,28,11,50.67,0.0,0
2019,3,28,12,50.65,0.0,0
2019,3,28,13,23.76,0.0,0
2019,3,28,14,50.64,0.0,0
2019,3,28,15,50.6,0.0,0
2019,3,28,16,50.54,0.0,0
2019,3,28,17,50.62,0.0,0
2019,3,28,18,50.63,0.0,0
2019,3,28,19,50.52,0.0,0
2019,3,28,20,50.5,0.0,0
2019,3,28,21,50.52,0.0,0
2019,3,28,22,50.55,0.0,0
2019,3,28,23,50.48,0.0,0
2019,3,29,0,50.48,0.0,0
2019,3,29,1,50.51,0.0,0
2019,3,29,2,50.48,0.0,0
2019,3,29,3,50.47,0.0,0
2019,3,29,4,50.46,0.0,0
2019,3,29,5,50.47,0.0,0
2019,3,29,6,50.41,0.0,0
2019,3,29,7,50.4,0.0,0
2019,3,29,8,50.38,0.0,0
2019,3,29,9,50.38,0.0,0
2019,3,29,10,50.37,0.0,0
2019,3,29,11,50.36,0.0,0
2019,3,29,12,50.38,0.0,0
2019,3,29,13,50.41,0.0,0
2019,3,29,14,50.39,0.0,0
2019,3,29,15,50.39,0.0,0
2019,3,29,16,50.41,0.0,0
2019,3,29,17,50.37,0.0,0
2019,3,29,18,50.42,0.0,0
2019,3,29,19,50.44,0.0,0
2019,3,29,20,50.41,0.0,0
2019,3,29,21,50.41,0.0,0
2019,3,29,22,50.41,0.0,0
2019,3,29,23,50.39,0.0,0
2019,3,30,0,50.4,0.0,0
2019,3,30,1,50.37,0.0,0
2019,3,30,2,50.34,0.0,0
2019,3,30,3,50.34,0.0,0
2019,3,30,4,50.35,0.0,0
2019,3,30,5,50.37,0.0,0
2019,3,30,6,50.37,0.0,0
2019,3,30,7,50.36,0.0,0
2019,3,30,8,50.4,0.0,0
2019,3,30,9,50.45,0.0,0
2019,3,30,10,50.38,0.0,0
2019,3,30,11,50.36,0.0,0
2019,3,30,12,50.35,0.0,0
2019,3,30,13,50.34,0.0,0
2019,3,30,14,50.33,0.0,0
2019,3,30,15,50.34,0.0,0
2019,3,30,16,50.33,0.0,0
2019,3,30,17,50.31,0.0,0
2019,3,30,18,50.31,0.0,0
2019,3,30,19,50.31,0.0,0
2019,3,30,20,50.29,0.0,0
2019,3,30,21,50.28,0.0,0
2019,3,30,22,50.28,0.0,0
2019,3,30,23,50.29,0.0,0
2019,3,31,0,50.28,0.0,0
2019,3,31,1,50.28,0.0,0
2019,3,31,2,50.29,0.0,0
2019,3,31,3,50.28,0.0,0
2019,3,31,4,50.28,0.0,0
2019,3,31,5,50.32,0.0,0
2019,3,31,6,50.27,0.0,0
2019,3,31,7,50.27,0.0,0
2019,3,31,8,19.12,0.0,0
2019,3,31,9,18.96,0.0,0
2019,3,31,10,19.76,0.0,0
2019,3,31,11,50.29,0.0,0
2019,3,31,12,50.3,0.0,0
2019,3,31,13,50.29,0.0,0
2019,3,31,14,50.3,0.0,0
2019,3,31,15,50.28,0.0,0
2019,3,31,16,50.25,0.0,0
2019,3,31,17,50.26,0.0,0
2019,3,31,18,50.26,0.0,0
2019,3,31,19,50.25,0.0,0
2019,3,31,20,50.25,0.0,0
2019,3,31,21,50.26,0.0,0
2019,3,31,22,50.29,0.0,0
2019,3,31,23,50.3,0.0,0
2019,4,1,0,50.29,0.0,0
2019,4,1,1,50.27,0.0,0
2019,4,1,2,9.01,0.0,0
2019,4,1,3,50.29,0.0,0
2019,4,1,4,50.3,0.0,0
2019,4,1,5,50.28,0.0,0
2019,4,1,6,50.26,0.0,0
2019,4,1,7,50.26,0.0,0
2019,4,1,8,50.3,0.0,0
2019,4,1,9,50.31,0.0,0
2019,4,1,10,50.35,0.0,0
2019,4,1,11,50.32,0.0,0
2019,4,1,12,50.35,0.0,0
2019,4,1,13,50.36,0.0,0
2019,4,1,14,50.39,0.0,0
2019,4,1,15,50.4,0.0,0
2019,4,1,16,50.43,0.0,0
2019,4,1,17,50.46,0.0,0
2019,4,1,18,50.49,0.0,0
2019,4,1,19,50.5,0.0,0
2019,4,1,20,50.55,0.0,0
2019,4,1,21,50.59,0.0,0
2019,4,1,22,50.6,0.0,0
2019,4,1,23,50.55,0.0,0
2019,4,2,0,50.43,0.0,0
2019,4,2,1,50.38,0.0,0
2019,4,2,2,50.41,0.0,0
2019,4,2,3,50.37,0.0,0
2019,4,2,4,50.33,0.0,0
2019,4,2,5,50.32,0.0,0
2019,4,2,6,50.33,0.0,0
2019,4,2,7,50.29,0.0,0
2019,4,2,8,50.29,0.0,0
2019,4,2,9,50.3,0.0,0
2019,4,2,10,50.31,0.0,0
2019,4,2,11,50.32,0.0,0
2019,4,2,12,50.35,0.0,0
2019,4,2,13,50.35,0.0,0
2019,4,2,14,50.34,0.0,0
2019,4,2,15,50.31,0.0,0
2019,4,2,16,50.31,0.0,0
2019,4,2,17,50.3,0.0,0
2019,4,2,18,50.32,0.0,0
2019,4,2,19,50.34,0.0,0
2019,4,2,20,50.31,0.0,0
2019,4,2,21,50.31,0.0,0
2019,4,2,22,50.34,0.0,0
2019,4,2,23,50.42,0.0,0
2019,4,3,0,50.36,0.0,0
2019,4,3,1,50.34,0.0,0
2019,4,3,2,50.3,0.0,0
2019,4,3,3,50.29,0.0,0
2019,4,3,4,50.3,0.0,0
2019,4,3,5,50.29,0.0,0
2019,4,3,6,50.28,0.0,0
2019,4,3,7,50.29,0.0,0
2019,4,3,8,50.29,0.0,0
2019,4,3,9,50.29,0.0,0
2019,4,3,10,50.31,0.0,0
2019,4,3,11,50.34,0.0,0
2019,4,3,12,50.35,0.0,0
2019,4,3,13,50.37,0.0,0
2019,4,3,14,50.37,0.0,0
2019,4,3,15,50.37,0.0,0
2019,4,3,16,50.36,0.0,0
2019,4,3,17,50.33,0.0,0
2019,4,3,18,50.34,0.0,0
2019,4,3,19,50.33,0.0,0
2019,4,3,20,50.31,0.0,0
2019,4,3,21,50.32,0.0,0
2019,4,3,22,50.31,0.0,0
2019,4,3,23,50.33,0.0,0
2019,4,4,0,50.32,0.0,0
2019,4,4,1,50.34,0.0,0
2019,4,4,2,50.29,0.0,0
2019,4,4,3,50.29,0.0,0
2019,4,4,4,50.29,0.0,0
2019,4,4,5,50.3,0.0,0
2019,4,4,6,50.29,0.0,0
2019,4,4,7,50.28,0.0,0
2019,4,4,8,50.28,0.0,0
2019,4,4,9,50.27,0.0,0
2019,4,4,10,50.26,0.0,0
2019,4,4,11,50.28,0.0,0
2019,4,4,12,50.28,0.0,0
2019,4,4,13,50.3,0.0,0
2019,4,4,14,50.3,0.0,0
2019,4,4,15,50.32,0.0,0
2019,4,4,16,50.33,0.0,0
2019,4,4,17,50.3,0.0,0
2019,4,4,18,50.29,0.0,0
2019,4,4,19,50.32,0.0,0
2019,4,4,20,50.34,0.0,0
2019,4,4,21,50.37,0.0,0
2019,4,4,22,50.4,0.0,0
2019,4,4,23,50.43,0.0,0
2019,4,5,0,50.44,0.0,0
2019,4,5,1,50.53,0.0,0
2019,4,5,2,50.47,0.0,0
2019,4,5,3,50.43,0.0,0
2019,4,5,4,50.49,0.0,0
2019,4,5,5,50.49,0.0,0
2019,4,5,6,50.5,0.0,0
2019,4,5,7,50.58,0.0,0
2019,4,5,8,50.63,0.0,0
2019,4,5,9,50.69,0.0,0
2019,4,5,10,50.76,0.0,0
2019,4,5,11,50.79,0.0,0
2019,4,5,12,50.81,0.0,0
2019,4,5,13,50.79,0.0,0
2019,4,5,14,50.79,0.0,0
2019,4,5,15,50.81,0.0,0
2019,4,5,16,50.83,0.0,0
2019,4,5,17,50.84,0.0,0
2019,4,5,18,50.88,0.0,0
2019,4,5,19,50.66,0.0,0
2019,4,5,20,50.63,0.0,0
2019,4,5,21,50.84,0.0,0
2019,4,5,22,50.81,0.0,0
2019,4,5,23,50.83,0.0,0
2019,4,6,0,50.84,0.0,0
2019,4,6,1,50.8,0.0,0
2019,4,6,2,50.76,0.0,0
2019,4,6,3,50.74,0.0,0
2019,4,6,4,50.7,0.0,0
2019,4,6,5,50.69,0.0,0
2019,4,6,6,50.72,0.0,0
2019,4,6,7,50.71,0.0,0
2019,4,6,8,50.71,0.0,0
2019,4,6,9,50.7,0.0,0
2019,4,6,10,50.73,0.0,0
2019,4,6,11,50.73,0.0,0
2019,4,6,12,50.76,0.0,0
2019,4,6,13,50.78,0.0,0
2019,4,6,14,20.7,0.0,0
2019,4,6,15,21.58,0.0,0
2019,4,6,16,22.13,0.0,0
2019,4,6,17,22.7,0.0,0
2019,4,6,18,23.06,0.0,0
2019,4,6,19,25.43,0.0,0
2019,4,6,20,26.15,0.0,0
2019,4,6,21,50.5,0.0,0
2019,4,6,22,50.51,0.0,0
2019,4,6,23,50.5,0.0,0
2019,4,7,0,50.49,0.0,0
2019,4,7,1,50.42,0.0,0
2019,4,7,2,50.41,0.0,0
2019,4,7,3,50.4,0.0,0
2019,4,7,4,50.38,0.0,0
2019,4,7,5,50.36,0.0,0
2019,4,7,6,50.37,0.0,0
2019,4,7,7,50.44,0.0,0
2019,4,7,8,50.47,0.0,0
2019,4,7,9,50.42,0.0,0
2019,4,7,10,50.42,0.0,0
2019,4,7,11,50.39,0.0,0
2019,4,7,12,18.3,0.0,0
2019,4,7,13,17.37,0.0,0
2019,4,7,14,17.5,0.0,0
2019,4,7,15,17.29,0.0,0
2019,4,7,16,18.88,0.0,0
2019,4,7,17,18.61,0.0,0
2019,4,7,18,17.83,0.0,0
2019,4,7,19,50.43,0.0,0
2019,4,7,20,50.34,0.0,0
2019,4,7,21,50.33,0.0,0
2019,4,7,22,50.35,0.0,0
2019,4,7,23,50.36,0.0,0
2019,4,8,0,50.44,0.0,0
2019,4,8,1,50.41,0.0,0
2019,4,8,2,50.42,0.0,0
2019,4,8,3,50.44,0.0,0
2019,4,8,4,50.39,0.0,0
2019,4,8,5,50.39,0.0,0
2019,4,8,6,50.43,0.0,0
2019,4,8,7,50.37,0.0,0
2019,4,8,8,50.37,0.0,0
2019,4,8,9,50.38,0.0,0
2019,4,8,10,50.37,0.0,0
2019,4,8,11,50.4,0.0,0
2019,4,8,12,50.4,0.0,0
2019,4,8,13,50.41,0.0,0
2019,4,8,14,50.39,0.0,0
2019,4,8,15,50.37,0.0,0
2019,4,8,16,50.38,0.0,0
2019,4,8,17,50.37,0.0,0
2019,4,8,18,50.37,0.0,0
2019,4,8,19,50.38,0.0,0
2019,4,8,20,50.36,0.0,0
2019,4,8,21,50.36,0.0,0
2019,4,8,22,50.35,0.0,0
2019,4,8,23,50.34,0.0,0
2019,4,9,0,50.32,0.0,0
2019,4,9,1,50.34,0.0,0
2019,4,9,2,50.34,0.0,0
2019,4,9,3,50.36,0.0,0
2019,4,9,4,50.36,0.0,0
2019,4,9,5,50.39,0.0,0
2019,4,9,6,50.4,0.0,0
2019,4,9,7,50.35,0.0,0
2019,4,9,8,50.37,0.0,0
2019,4,9,9,50.36,0.0,0
2019,4,9,10,50.37,0.0,0
2019,4,9,11,50.29,0.0,0
2019,4,9,12,50.3,0.0,0
2019,4,9,13,50.31,0.0,0
2019,4,9,14,50.32,0.0,0
2019,4,9,15,50.33,0.0,0
2019,4,9,16,50.35,0.0,0
2019,4,9,17,50.39,0.0,0
2019,4,9,18,50.33,0.0,0
2019,4,9,19,50.27,0.0,0
2019,4,9,20,50.28,0.0,0
2019,4,9,21,50.28,0.0,0
2019,4,9,22,50.26,0.0,0
2019,4,9,23,50.25,0.0,0
2019,4,10,0,50.25,0.0,0
2019,4,10,1,50.25,0.0,0
2019,4,10,2,50.25,0.0,0
2019,4,10,3,50.27,0.0,0
2019,4,10,4,50.27,0.0,0
2019,4,10,5,50.24,0.0,0
2019,4,10,6,50.25,0.0,0
2019,4,10,7,50.24,0.0,0
2019,4,10,8,50.24,0.0,0
2019,4,10,9,50.25,0.0,0
2019,4,10,10,50.27,0.0,0
2019,4,10,11,50.28,0.0,0
2019,4,10,12,50.28,0.0,0
2019,4,10,13,50.27,0.0,0
2019,4,10,14,50.26,0.0,0
2019,4,10,15,50.26,0.0,0
2019,4,10,16,50.26,0.0,0
2019,4,10,17,50.28,0.0,0
2019,4,10,18,50.28,0.0,0
2019,4,10,19,50.3,0.0,0
2019,4,10,20,50.32,0.0,0
2019,4,10,21,8.96,0.0,0
2019,4,10,22,8.5,0.0,0
2019,4,10,23,7.88,0.0,0
2019,4,11,0,7.88,0.0,0
2019,4,11,1,50.34,0.0,0
2019,4,11,2,50.39,0.0,0
2019,4,11,3,50.38,0.0,0
2019,4,11,4,50.36,0.0,0
2019,4,11,5,50.33,0.0,0
2019,4,11,6,50.34,0.0,0
2019,4,11,7,50.33,0.0,0
2019,4,11,8,50.33,0.0,0
2019,4,11,9,50.31,0.0,0
2019,4,11,10,50.31,0.0,0
2019,4,11,11,50.32,0.0,0
2019,4,11,12,50.29,0.0,0
2019,4,11,13,50.32,0.0,0
2019,4,11,14,50.32,0.0,0
2019,4,11,15,11.67,0.0,0
2019,4,11,16,11.24,0.0,0
2019,4,11,17,10.79,0.0,0
2019,4,11,18,10.06,0.0,0
2019,4,11,19,9.71,0.0,0
2019,4,11,20,9.7,0.0,0
2019,4,11,21,9.44,0.0,0
2019,4,11,22,9.95,0.0,0
2019,4,11,23,10.36,0.0,0
2019,4,12,0,10.07,0.0,0
2019,4,12,1,10.2,0.0,0
2019,4,12,2,12.14,0.0,0
2019,4,12,3,12.19,0.0,0
2019,4,12,4,11.98,0.0,0
2019,4,12,5,12.68,0.0,0
2019,4,12,6,50.39,0.0,0
2019,4,12,7,50.45,0.0,0
2019,4,12,8,50.43,0.0,0
2019,4,12,9,50.44,0.0,0
2019,4,12,10,50.46,0.0,0
2019,4,12,11,50.51,0.0,0
2019,4,12,12,50.48,0.0,0
2019,4,12,13,50.43,0.0,0
2019,4,12,14,50.41,0.0,0
2019,4,12,15,50.42,0.0,0
2019,4,12,16,50.45,0.0,0
2019,4,12,17,50.41,0.0,0
2019,4,12,18,50.42,0.0,0
2019,4,12,19,50.39,0.0,0
2019,4,12,20,50.38,0.0,0
2019,4,12,21,50.4,0.0,0
2019,4,12,22,50.4,0.0,0
2019,4,12,23,50.4,0.0,0
2019,4,13,0,50.4,0.0,0
2019,4,13,1,16.95,0.0,0
2019,4,13,2,50.36,0.0,0
2019,4,13,3,50.36,0.0,0
2019,4,13,4,50.37,0.0,0
2019,4,13,5,50.37,0.0,0
2019,4,13,6,50.37,0.0,0
2019,4,13,7,50.37,0.0,0
2019,4,13,8,50.35,0.0,0
2019,4,13,9,50.35,0.0,0
2019,4,13,10,50.35,0.0,0
2019,4,13,11,15.0,0.0,0
2019,4,13,12,14.15,0.0,0
2019,4,13,13,13.16,0.0,0
2019,4,13,14,13.6,0.0,0
2019,4,13,15,14.05,0.0,0
2019,4,13,16,50.4,0.0,0
2019,4,13,17,50.37,0.0,0
2019,4,13,18,13.46,0.0,0
2019,4,13,19,50.38,0.0,0
2019,4,13,20,50.36,0.0,0
2019,4,13,21,50.36,0.0,0
2019,4,13,22,50.38,0.0,0
2019,4,13,23,50.37,0.0,0
2019,4,14,0,50.4,0.0,0
2019,4,14,1,50.35,0.0,0
2019,4,14,2,50.33,0.0,0
2019,4,14,3,50.35,0.0,0
2019,4,14,4,50.33,0.0,0
2019,4,14,5,50.31,0.0,0
2019,4,14,6,50.37,0.0,0
2019,4,14,7,50.42,0.0,0
2019,4,14,8,50.47,0.0,0
2019,4,14,9,50.42,0.0,0
2019,4,14,10,50.39,0.0,0
2019,4,14,11,50.4,0.0,0
2019,4,14,12,50.38,0.0,0
2019,4,14,13,50.41,0.0,0
2019,4,14,14,50.45,0.0,0
2019,4,14,15,50.42,0.0,0
2019,4,14,16,50.42,0.0,0
2019,4,14,17,50.39,0.0,0
2019,4,14,18,50.4,0.0,0
2019,4,14,19,50.38,0.0,0
2019,4,14,20,50.34,0.0,0
2019,4,14,21,50.35,0.0,0
2019,4,14,22,50.33,0.0,0
2019,4,14,23,50.32,0.0,0
2019,4,15,0,50.29,0.0,0
2019,4,15,1,50.28,0.0,0
2019,4,15,2,50.27,0.0,0
2019,4,15,3,50.28,0.0,0
2019,4,15,4,50.3,0.0,0
2019,4,15,5,50.33,0.0,0
2019,4,15,6,50.31,0.0,0
2019,4,15,7,50.31,0.0,0
2019,4,15,8,50.32,0.0,0
2019,4,15,9,50.34,0.0,0
2019,4,15,10,50.35,0.0,0
2019,4,15,11,50.36,0.0,0
2019,4,15,12,50.4,0.0,0
2019,4,15,13,50.38,0.0,0
2019,4,15,14,50.38,0.0,0
2019,4,15,15,50.38,0.0,0
2019,4,15,16,50.38,0.0,0
2019,4,15,17,12.4,0.0,0
2019,4,15,18,13.26,0.0,0
2019,4,15,19,13.48,0.0,0
2019,4,15,20,14.04,0.0,0
2019,4,15,21,15.08,0.0,0
2019,4,15,22,14.75,0.0,0
2019,4,15,23,14.63,0.0,0
2019,4,16,0,14.76,0.0,0
2019,4,16,1,15.4,0.0,0
2019,4,16,2,14.56,0.0,0
2019,4,16,3,15.0,0.0,0
2019,4,16,4,14.14,0.0,0
2019,4,16,5,14.05,0.0,0
2019,4,16,6,14.73,0.0,0
2019,4,16,7,14.91,0.0,0
2019,4,16,8,15.4,0.0,0
2019,4,16,9,13.34,0.0,0
2019,4,16,10,13.26,0.0,0
2019,4,16,11,12.25,0.0,0
2019,4,16,12,12.15,0.0,0
2019,4,16,13,10.84,0.0,0
2019,4,16,14,11.63,0.0,0
2019,4,16,15,11.77,0.0,0
2019,4,16,16,12.79,0.0,0
2019,4,16,17,13.61,0.0,0
2019,4,16,18,13.82,0.0,0
2019,4,16,19,13.61,0.0,0
2019,4,16,20,14.74,0.0,0
2019,4,16,21,15.03,0.0,0
2019,4,16,22,14.5,0.0,0
2019,4,16,23,14.45,0.0,0
2019,4,17,0,13.75,0.0,0
2019,4,17,1,15.26,0.0,0
2019,4,17,2,13.79,0.0,0
2019,4,17,3,13.44,0.0,0
2019,4,17,4,12.09,0.0,0
2019,4,17,5,14.33,0.0,0
2019,4,17,6,11.62,0.0,0
2019,4,17,7,12.77,0.0,0
2019,4,17,8,14.65,0.0,0
2019,4,17,9,14.96,0.0,0
2019,4,17,10,11.34,0.0,0
2019,4,17,11,10.77,0.0,0
2019,4,17,12,9.62,0.0,0
2019,4,17,13,9.94,0.0,0
2019,4,17,14,10.2,0.0,0
2019,4,17,15,10.14,0.0,0
2019,4,17,16,10.11,0.0,0
2019,4,17,17,10.62,0.0,0
2019,4,17,18,11.3,0.0,0
2019,4,17,19,11.45,0.0,0
2019,4,17,20,11.45,0.0,0
2019,4,17,21,12.5,0.0,0
2019,4,17,22,13.06,0.0,0
2019,4,17,23,12.51,0.0,0
2019,4,18,0,13.12,0.0,0
2019,4,18,1,13.86,0.0,0
2019,4,18,2,13.14,0.0,0
2019,4,18,3,12.2,0.0,0
2019,4,18,4,12.06,0.0,0
2019,4,18,5,12.55,0.0,0
2019,4,18,6,14.11,0.0,0
2019,4,18,7,15.49,0.0,0
2019,4,18,8,15.49,0.0,0
2019,4,18,9,14.85,0.0,0
2019,4,18,10,14.88,0.0,0
2019,4,18,11,14.29,0.0,0
2019,4,18,12,13.25,0.0,0
2019,4,18,13,12.33,0.0,0
2019,4,18,14,12.61,0.0,0
2019,4,18,15,12.65,0.0,0
2019,4,18,16,14.06,0.0,0
2019,4,18,17,14.15,0.0,0
2019,4,18,18,14.76,0.0,0
2019,4,18,19,15.43,0.0,0
2019,4,18,20,15.96,0.0,0
2019,4,18,21,15.97,0.0,0
2019,4,18,22,15.72,0.0,0
2019,4,18,23,15.84,0.0,0
2019,4,19,0,15.29,0.0,0
2019,4,19,1,14.93,0.0,0
2019,4,19,2,13.22,0.0,0
2019,4,19,3,12.74,0.0,0
2019,4,19,4,14.01,0.0,0
2019,4,19,5,14.53,0.0,0
2019,4,19,6,14.89,0.0,0
2019,4,19,7,15.09,0.0,0
2019,4,19,8,15.41,0.0,0
2019,4,19,9,15.88,0.0,0
2019,4,19,10,17.02,0.0,0
2019,4,19,11,16.99,0.0,0
2019,4,19,12,16.65,0.0,0
2019,4,19,13,15.88,0.0,0
2019,4,19,14,15.88,0.0,0
2019,4,19,15,15.94,0.0,0
2019,4,19,16,15.5,0.0,0
2019,4,19,17,15.06,0.0,0
2019,4,19,18,16.94,0.0,0
2019,4,19,19,17.7,0.0,0
2019,4,19,20,18.15,0.0,0
2019,4,19,21,17.3,0.0,0
2019,4,19,22,16.24,0.0,0
2019,4,19,23,17.15,0.0,0
2019,4,20,0,15.41,0.0,0
2019,4,20,1,15.31,0.0,0
2019,4,20,2,13.42,0.0,0
2019,4,20,3,13.33,0.0,0
2019,4,20,4,13.82,0.0,0
2019,4,20,5,12.99,0.0,0
2019,4,20,6,13.73,0.0,0
2019,4,20,7,14.28,0.0,0
2019,4,20,8,15.07,0.0,0
2019,4,20,9,15.67,0.0,0
2019,4,20,10,16.01,0.0,0
2019,4,20,11,16.26,0.0,0
2019,4,20,12,16.83,0.0,0
2019,4,20,13,16.84,0.0,0
2019,4,20,14,15.34,0.0,0
2019,4,20,15,14.57,0.0,0
2019,4,20,16,14.41,0.0,0
2019,4,20,17,14.51,0.0,0
2019,4,20,18,13.81,0.0,0
2019,4,20,19,14.05,0.0,0
2019,4,20,20,14.24,0.0,0
2019,4,20,21,15.13,0.0,0
2019,4,20,22,13.96,0.0,0
2019,4,20,23,13.0,0.0,0
2019,4,21,0,12.24,0.0,0
2019,4,21,1,12.97,0.0,0
2019,4,21,2,13.66,0.0,0
2019,4,21,3,13.74,0.0,0
2019,4,21,4,13.37,0.0,0
2019,4,21,5,13.79,0.0,0
2019,4,21,6,13.84,0.0,0
2019,4,21,7,14.96,0.0,0
2019,4,21,8,15.63,0.0,0
2019,4,21,9,16.93,0.0,0
2019,4,21,10,15.85,0.0,0
2019,4,21,11,15.65,0.0,0
2019,4,21,12,14.48,0.0,0
2019,4,21,13,13.24,0.0,0
2019,4,21,14,14.05,0.0,0
2019,4,21,15,14.39,0.0,0
2019,4,21,16,14.06,0.0,0
2019,4,21,17,14.11,0.0,0
2019,4,21,18,13.67,0.0,0
2019,4,21,19,14.41,0.0,0
2019,4,21,20,14.3,0.0,0
2019,4,21,21,14.23,0.0,0
2019,4,21,22,16.04,0.0,0
2019,4,21,23,17.37,0.0,0
2019,4,22,0,17.25,0.0,0
2019,4,22,1,17.74,0.0,0
2019,4,22,2,15.94,0.0,0
2019,4,22,3,15.14,0.0,0
2019,4,22,4,14.22,0.0,0
2019,4,22,5,14.67,0.0,0
2019,4,22,6,14.3,0.0,0
2019,4,22,7,15.37,0.0,0
2019,4,22,8,14.95,0.0,0
2019,4,22,9,16.28,0.0,0
2019,4,22,10,15.29,0.0,0
2019,4,22,11,15.79,0.0,0
2019,4,22,12,15.84,0.0,0
2019,4,22,13,16.93,0.0,0
2019,4,22,14,17.69,0.0,0
2019,4,22,15,18.02,0.0,0
2019,4,22,16,17.83,0.0,0
2019,4,22,17,16.6,0.0,0
2019,4,22,18,17.24,0.0,0
2019,4,22,19,16.92,0.0,0
2019,4,22,20,16.78,0.0,0
2019,4,22,21,16.57,0.0,0
2019,4,22,22,15.06,0.0,0
2019,4,22,23,14.97,0.0,0
2019,4,23,0,15.36,0.0,0
2019,4,23,1,15.4,0.0,0
2019,4,23,2,14.05,0.0,0
2019,4,23,3,14.83,0.0,0
2019,4,23,4,14.65,0.0,0
2019,4,23,5,16.09,0.0,0
2019,4,23,6,15.71,0.0,0
2019,4,23,7,16.53,0.0,0
2019,4,23,8,17.05,0.0,0
2019,4,23,9,16.09,0.0,0
2019,4,23,10,16.58,0.0,0
2019,4,23,11,16.08,0.0,0
2019,4,23,12,15.31,0.0,0
2019,4,23,13,13.85,0.0,0
2019,4,23,14,13.76,0.0,0
2019,4,23,15,13.27,0.0,0
2019,4,23,16,12.12,0.0,0
2019,4,23,17,12.54,0.0,0
2019,4,23,18,11.76,0.0,0
2019,4,23,19,11.44,0.0,0
2019,4,23,20,12.05,0.0,0
2019,4,23,21,11.92,0.0,0
2019,4,23,22,13.01,0.0,0
2019,4,23,23,12.64,0.0,0
