date, pm25
2020/3/14, 123
2020/3/15, 156
2020/3/16, 166
2020/3/17, 177
2020/3/18, 148
2020/3/19, 113
2020/3/20, 83
2020/3/21, 85
2020/3/22, 86
2020/3/23, 99
2020/3/24, 128
2020/3/25, 115
2020/3/26, 108
2020/3/27, 103
2020/3/28, 114
2020/3/29, 86
2019/10/1, 41
2019/10/2, 53
2019/10/3, 58
2019/10/4, 76
2019/10/5, 93
2019/10/6, 100
2019/10/7, 118
2019/10/8, 138
2019/10/9, 65
2019/10/10, 109
2019/10/11, 110
2019/10/12, 120
2019/10/13, 105
2019/10/14, 138
2019/10/15, 132
2019/10/16, 128
2019/10/17, 147
2019/10/18, 140
2019/10/19, 81
2019/10/20, 50
2019/10/21, 61
2019/10/22, 48
2019/10/23, 54
2019/10/24, 78
2019/10/25, 60
2019/10/26, 61
2019/10/27, 107
2019/10/28, 117
2019/10/29, 127
2019/10/30, 107
2019/10/31, 72
2019/11/1, 44
2019/11/2, 41
2019/11/3, 60
2019/11/4, 83
2019/11/5, 102
2019/11/6, 142
2019/11/7, 15
2019/11/12, 7
2019/11/13, 99
2019/11/14, 159
2019/11/15, 158
2019/11/16, 162
2019/11/17, 163
2019/11/18, 163
2019/11/19, 174
2019/11/20, 174
2019/11/21, 174
2019/11/22, 171
2019/11/23, 170
2019/11/24, 170
2019/11/25, 172
2019/11/26, 170
2019/11/27, 160
2019/11/28, 162
2019/11/29, 165
2019/11/30, 169
2019/12/1, 174
2019/12/2, 148
2019/12/3, 116
2019/12/4, 137
2019/12/5, 139
2019/12/6, 168
2019/12/7, 160
2019/12/8, 170
2019/12/9, 164
2019/12/10, 160
2019/12/11, 164
2019/12/12, 164
2019/12/13, 134
2019/12/14, 129
2019/12/15, 152
2019/12/16, 164
2019/12/17, 157
2019/12/18, 156
2019/12/19, 152
2019/12/20, 168
2019/12/21, 167
2019/12/22, 167
2019/12/23, 164
2019/12/24, 179
2019/12/25, 185
2019/12/26, 158
2019/12/27, 162
2019/12/28, 160
2019/12/29, 159
2019/7/1, 32
2019/7/2, 48
2019/7/3, 62
2019/7/4, 75
2019/7/5, 65
2019/7/6, 46
2019/7/7, 59
2019/7/8, 48
2019/7/9, 83
2019/7/10, 85
2019/7/11, 73
2019/7/12, 43
2019/7/13, 44
2019/7/14, 36
2019/7/15, 52
2019/7/16, 48
2019/7/17, 56
2019/7/18, 59
2019/7/19, 75
2019/7/20, 70
2019/7/21, 74
2019/7/22, 37
2019/7/23, 26
2019/7/24, 30
2019/7/25, 55
2019/7/26, 52
2019/7/27, 51
2019/7/28, 59
2019/7/29, 54
2019/7/30, 42
2019/7/31, 38
2019/8/1, 47
2019/8/2, 31
2019/8/3, 27
2019/8/4, 39
2019/8/5, 49
2019/8/6, 47
2019/8/7, 53
2019/8/8, 79
2019/8/9, 75
2019/8/10, 71
2019/8/11, 62
2019/8/12, 55
2019/8/13, 55
2019/8/14, 65
2019/8/15, 53
2019/8/16, 48
2019/8/17, 55
2019/8/18, 49
2019/8/19, 53
2019/8/20, 53
2019/8/21, 44
2019/8/22, 52
2019/8/23, 53
2019/8/24, 48
2019/8/25, 47
2019/8/26, 64
2019/8/27, 56
2019/8/28, 56
2019/8/29, 53
2019/8/30, 44
2019/8/31, 45
2019/9/1, 37
2019/9/2, 49
2019/9/3, 19
2019/9/4, 18
2019/9/5, 13
2019/9/6, 22
2019/9/7, 30
2019/9/8, 30
2019/9/9, 54
2019/9/10, 55
2019/9/11, 66
2019/9/12, 42
2019/9/13, 44
2019/9/14, 48
2019/9/15, 34
2019/9/16, 45
2019/9/17, 44
2019/9/18, 59
2019/9/19, 70
2019/9/20, 50
2019/9/21, 53
2019/9/22, 64
2019/9/23, 65
2019/9/24, 56
2019/9/25, 57
2019/9/26, 53
2019/9/27, 33
2019/9/28, 39
2019/9/29, 31
2019/9/30, 29
2019/4/1, 84
2019/4/2, 89
2019/4/3, 100
2019/4/4, 89
2019/4/5, 74
2019/4/6, 72
2019/4/7, 77
2019/4/8, 76
2019/4/9, 71
2019/4/10, 72
2019/4/11, 76
2019/4/12, 92
2019/4/13, 115
2019/4/14, 98
2019/4/15, 90
2019/4/16, 98
2019/4/17, 59
2019/4/18, 79
2019/4/19, 91
2019/4/20, 83
2019/4/21, 82
2019/4/22, 87
2019/4/23, 72
2019/4/24, 72
2019/4/25, 66
2019/4/26, 70
2019/4/28, 112
2019/4/29, 91
2019/4/30, 96
2019/5/1, 90
2019/5/2, 106
2019/5/3, 93
2019/5/4, 94
2019/5/5, 79
2019/5/6, 75
2019/5/7, 73
2019/5/8, 64
2019/5/9, 51
2019/5/10, 44
2019/5/11, 51
2019/5/12, 58
2019/5/13, 70
2019/5/14, 65
2019/5/15, 72
2019/5/16, 69
2019/5/17, 69
2019/5/18, 72
2019/5/19, 61
2019/5/20, 55
2019/5/21, 58
2019/5/22, 51
2019/5/23, 56
2019/5/24, 78
2019/5/25, 69
2019/5/26, 76
2019/5/27, 83
2019/5/28, 75
2019/5/29, 61
2019/5/30, 56
2019/5/31, 57
2019/6/1, 50
2019/6/2, 51
2019/6/3, 52
2019/6/4, 44
2019/6/5, 51
2019/6/6, 46
2019/6/7, 43
2019/6/8, 48
2019/6/9, 55
2019/6/10, 58
2019/6/11, 69
2019/6/12, 56
2019/6/13, 85
2019/6/14, 72
2019/6/15, 62
2019/6/16, 60
2019/6/17, 61
2019/6/18, 67
2019/6/19, 52
2019/6/24, 85
2019/6/25, 66
2019/6/26, 52
2019/6/27, 41
2019/6/28, 31
2019/6/29, 50
2019/6/30, 58
2019/1/1, 196
2019/1/2, 204
2019/1/3, 229
2019/1/4, 207
2019/1/5, 192
2019/1/6, 211
2019/1/7, 169
2019/1/8, 175
2019/1/9, 195
2019/1/10, 216
2019/1/11, 225
2019/1/12, 223
2019/1/13, 222
2019/1/14, 188
2019/1/15, 183
2019/1/16, 184
2019/1/17, 200
2019/1/18, 208
2019/1/19, 205
2019/1/20, 255
2019/1/22, 115
2019/1/23, 134
2019/1/24, 157
2019/1/25, 153
2019/1/26, 146
2019/1/27, 151
2019/1/28, 138
2019/1/29, 136
2019/1/30, 155
2019/1/31, 150
2019/2/1, 159
2019/2/2, 174
2019/2/3, 180
2019/2/4, 166
2019/2/5, 174
2019/2/6, 158
2019/2/7, 109
2019/2/8, 148
2019/2/9, 152
2019/2/10, 168
2019/2/11, 190
2019/2/12, 175
2019/2/13, 151
2019/2/14, 110
2019/2/15, 140
2019/2/16, 141
2019/2/17, 157
2019/2/18, 150
2019/2/19, 145
2019/2/20, 164
2019/2/21, 108
2019/2/22, 121
2019/2/23, 174
2019/2/24, 154
2019/2/25, 136
2019/2/26, 122
2019/2/27, 114
2019/2/28, 122
2019/3/1, 155
2019/3/2, 161
2019/3/3, 80
2019/3/4, 87
2019/3/5, 120
2019/3/6, 108
2019/3/7, 121
2019/3/8, 136
2019/3/9, 147
2019/3/10, 137
2019/3/11, 118
2019/3/12, 106
2019/3/13, 121
2019/3/14, 102
2019/3/15, 118
2019/3/16, 152
2019/3/17, 148
2019/3/18, 155
2019/3/19, 138
2019/3/20, 121
2019/3/21, 95
2019/3/22, 86
2019/3/23, 130
2019/3/24, 161
2019/3/25, 164
2019/3/26, 157
2019/3/27, 145
2019/3/28, 141
2019/3/29, 130
2019/3/30, 114
2019/3/31, 86
2018/10/11, 106
2018/10/12, 147
2018/10/13, 172
2018/10/14, 170
2018/10/15, 164
2018/10/16, 161
2018/10/17, 150
2018/10/18, 120
2018/10/19, 131
2018/10/20, 157
2018/10/21, 172
2018/10/22, 173
2018/10/23, 149
2018/10/24, 153
2018/10/25, 157
2018/10/26, 141
2018/10/27, 164
2018/10/28, 143
2018/10/29, 114
2018/10/30, 147
2018/10/31, 150
2018/11/1, 147
2018/11/2, 145
2018/11/3, 126
2018/11/4, 114
2018/11/5, 105
2018/11/6, 167
2018/11/7, 148
2018/11/8, 253
2018/11/9, 200
2018/11/10, 233
2018/11/11, 169
2018/11/12, 166
2018/11/13, 166
2018/11/14, 154
2018/11/15, 153
2018/11/16, 162
2018/11/17, 165
2018/11/18, 176
2018/11/19, 183
2018/11/20, 183
2018/11/21, 208
2018/11/22, 165
2018/11/23, 166
2018/11/24, 166
2018/11/25, 170
2018/11/26, 175
2018/11/27, 171
2018/11/28, 165
2018/11/29, 166
2018/11/30, 166
2018/12/1, 171
2018/12/2, 179
2018/12/3, 178
2018/12/4, 173
2018/12/5, 175
2018/12/6, 163
2018/12/7, 162
2018/12/8, 174
2018/12/9, 173
2018/12/10, 162
2018/12/11, 149
2018/12/12, 136
2018/12/13, 145
2018/12/14, 140
2018/12/15, 156
2018/12/16, 160
2018/12/17, 163
2018/12/18, 164
2018/12/21, 133
2018/12/22, 161
2018/12/23, 168
2018/12/24, 180
2018/12/25, 197
2018/12/26, 157
2018/12/27, 145
2018/12/28, 167
2018/12/29, 157
2018/12/30, 161
2018/7/1, 98
2018/7/2, 93
2018/7/3, 115
2018/7/4, 126
2018/7/5, 121
2018/7/6, 145
2018/7/7, 134
2018/7/8, 92
2018/7/9, 100
2018/7/10, 100
2018/7/11, 159
2018/7/12, 124
2018/7/13, 167
2018/7/14, 161
2018/7/15, 159
2018/7/16, 175
2018/7/17, 182
2018/7/18, 162
2018/7/19, 155
2018/7/20, 151
2018/7/21, 160
2018/7/22, 140
2018/7/23, 139
2018/7/24, 159
2018/7/25, 124
2018/7/26, 110
2018/7/27, 162
2018/7/28, 148
2018/7/29, 151
2018/7/30, 148
2018/7/31, 138
2018/8/1, 149
2018/8/2, 125
2018/8/3, 109
2018/8/4, 121
2018/8/5, 116
2018/8/6, 136
2018/8/7, 150
2018/8/8, 143
2018/8/9, 147
2018/8/10, 134
2018/8/11, 130
2018/8/12, 131
2018/8/13, 130
2018/8/14, 156
2018/8/15, 131
2018/8/16, 163
2018/8/17, 146
2018/8/20, 187
2018/8/21, 139
2018/8/22, 110
2018/8/23, 109
2018/8/24, 126
2018/8/25, 113
2018/8/26, 66
2018/8/27, 111
2018/8/28, 107
2018/8/29, 102
2018/8/30, 90
2018/8/31, 73
2018/9/25, 81
2018/9/28, 155
2018/4/1, 120
2018/4/2, 94
2018/4/3, 97
2018/4/4, 107
2018/4/5, 124
2018/4/6, 147
2018/4/7, 135
2018/4/8, 143
2018/4/9, 143
2018/4/10, 138
2018/4/11, 129
2018/4/12, 111
2018/4/13, 108
2018/4/14, 113
2018/4/16, 79
2018/4/18, 94
2018/4/19, 132
2018/4/20, 103
2018/4/21, 88
2018/4/22, 112
2018/4/23, 123
2018/4/24, 128
2018/4/25, 121
2018/4/26, 79
2018/4/27, 100
2018/4/28, 75
2018/4/29, 98
2018/4/30, 122
2018/5/1, 118
2018/5/2, 90
2018/5/3, 89
2018/5/4, 82
2018/5/5, 103
2018/5/6, 92
2018/5/7, 87
2018/5/8, 83
2018/5/9, 89
2018/5/10, 95
2018/5/11, 100
2018/5/12, 122
2018/5/13, 103
2018/5/14, 75
2018/5/15, 69
2018/5/16, 73
2018/5/17, 97
2018/5/18, 101
2018/5/19, 113
2018/5/20, 113
2018/5/21, 99
2018/5/22, 110
2018/5/23, 91
2018/5/24, 97
2018/5/25, 90
2018/5/26, 79
2018/5/27, 92
2018/5/28, 83
2018/5/29, 83
2018/5/30, 91
2018/5/31, 108
2018/6/1, 109
2018/6/2, 104
2018/6/5, 78
2018/6/6, 80
2018/6/8, 87
2018/6/9, 81
2018/6/10, 111
2018/6/11, 113
2018/6/12, 117
2018/6/13, 106
2018/6/14, 104
2018/6/15, 106
2018/6/18, 34
2018/6/19, 69
2018/6/20, 137
2018/6/21, 115
2018/6/22, 116
2018/6/23, 95
2018/6/24, 72
2018/6/25, 85
2018/6/26, 124
2018/6/27, 117
2018/6/28, 108
2018/6/29, 165
2018/6/30, 126
2018/1/1, 218
2018/1/2, 204
2018/1/3, 250
2018/1/4, 270
2018/1/5, 211
2018/1/6, 183
2018/1/7, 152
2018/1/8, 177
2018/1/9, 223
2018/1/10, 220
2018/1/11, 188
2018/1/12, 201
2018/1/13, 180
2018/1/14, 209
2018/1/15, 202
2018/1/16, 170
2018/1/17, 177
2018/1/18, 169
2018/1/19, 97
2018/1/20, 159
2018/1/21, 178
2018/1/22, 188
2018/1/23, 191
2018/1/24, 153
2018/1/25, 179
2018/1/26, 182
2018/1/27, 164
2018/1/28, 150
2018/1/29, 182
2018/1/30, 202
2018/1/31, 175
2018/2/1, 203
2018/2/2, 211
2018/2/3, 198
2018/2/4, 186
2018/2/5, 193
2018/2/6, 239
2018/2/7, 211
2018/2/8, 282
2018/2/9, 155
2018/2/10, 132
2018/2/11, 99
2018/2/12, 109
2018/2/13, 160
2018/2/14, 174
2018/2/15, 150
2018/2/16, 167
2018/2/17, 160
2018/2/18, 162
2018/2/19, 180
2018/2/20, 208
2018/2/21, 182
2018/2/22, 202
2018/2/23, 208
2018/2/24, 193
2018/2/25, 179
2018/2/26, 191
2018/2/27, 196
2018/2/28, 221
2018/3/1, 225
2018/3/2, 327
2018/3/3, 206
2018/3/4, 167
2018/3/5, 166
2018/3/6, 162
2018/3/7, 127
2018/3/8, 135
2018/3/9, 133
2018/3/10, 134
2018/3/11, 146
2018/3/12, 162
2018/3/13, 138
2018/3/14, 108
2018/3/15, 123
2018/3/16, 166
2018/3/17, 151
2018/3/18, 147
2018/3/19, 107
2018/3/20, 132
2018/3/21, 122
2018/3/22, 119
2018/3/23, 143
2018/3/24, 152
2018/3/25, 181
2018/3/26, 170
2018/3/27, 155
2018/3/28, 142
2018/3/29, 123
2018/3/30, 114
2018/3/31, 100
2017/10/1, 151
2017/10/2, 136
2017/10/3, 153
2017/10/4, 153
2017/10/5, 173
2017/10/6, 171
2017/10/7, 171
2017/10/8, 101
2017/10/9, 121
2017/10/10, 141
2017/10/11, 113
2017/10/12, 74
2017/10/13, 140
2017/10/14, 156
2017/10/15, 151
2017/10/16, 167
2017/10/17, 167
2017/10/18, 198
2017/10/19, 238
2017/10/20, 301
2017/10/21, 169
2017/10/22, 151
2017/10/23, 161
2017/10/24, 150
2017/10/25, 148
2017/10/26, 150
2017/10/27, 174
2017/10/28, 175
2017/10/29, 165
2017/10/30, 172
2017/12/20, 151
2017/12/21, 169
2017/12/22, 185
2017/12/23, 176
2017/12/24, 210
2017/12/25, 252
2017/12/26, 192
2017/12/27, 180
2017/12/28, 187
2017/12/29, 216
2017/12/30, 223
2017/12/31, 182
2017/7/1, 61
2017/7/2, 90
2017/7/3, 92
2017/7/4, 66
2017/7/5, 64
2017/7/6, 58
2017/7/7, 62
2017/7/8, 63
2017/7/9, 41
2017/7/10, 53
2017/7/11, 56
2017/7/12, 46
2017/7/13, 62
2017/7/14, 76
2017/7/15, 59
2017/7/17, 34
2017/7/18, 41
2017/7/19, 27
2017/7/20, 62
2017/7/21, 42
2017/7/22, 52
2017/7/23, 49
2017/7/24, 55
2017/7/25, 63
2017/7/26, 44
2017/7/27, 44
2017/7/28, 50
2017/7/29, 50
2017/7/30, 33
2017/7/31, 60
2017/8/1, 31
2017/8/2, 37
2017/8/3, 41
2017/8/4, 65
2017/8/5, 56
2017/8/6, 55
2017/8/7, 62
2017/8/8, 58
2017/8/9, 62
2017/8/10, 95
2017/8/11, 69
2017/8/12, 36
2017/8/13, 37
2017/8/14, 34
2017/8/15, 52
2017/8/16, 55
2017/8/17, 49
2017/8/18, 59
2017/8/19, 71
2017/8/20, 108
2017/8/21, 92
2017/8/22, 62
2017/8/23, 61
2017/8/24, 49
2017/8/25, 46
2017/8/26, 54
2017/8/27, 45
2017/8/28, 43
2017/8/29, 27
2017/9/1, 82
2017/9/2, 97
2017/9/3, 69
2017/9/4, 111
2017/9/5, 103
2017/9/6, 132
2017/9/11, 162
2017/9/12, 139
2017/9/13, 98
2017/9/14, 98
2017/9/15, 101
2017/9/16, 93
2017/9/17, 92
2017/9/18, 65
2017/9/19, 89
2017/9/20, 95
2017/9/21, 135
2017/9/22, 100
2017/9/23, 93
2017/9/24, 107
2017/9/25, 89
2017/9/26, 99
2017/9/27, 92
2017/9/28, 15
2017/9/29, 13
2017/9/30, 101
2017/4/1, 100
2017/4/2, 97
2017/4/3, 96
2017/4/4, 83
2017/4/5, 85
2017/4/6, 84
2017/4/7, 129
2017/4/8, 154
2017/4/9, 169
2017/4/10, 170
2017/4/11, 151
2017/4/12, 147
2017/4/13, 166
2017/4/14, 131
2017/4/15, 105
2017/4/16, 105
2017/4/17, 82
2017/4/18, 107
2017/4/19, 77
2017/4/20, 81
2017/4/21, 76
2017/4/22, 75
2017/4/23, 88
2017/4/24, 96
2017/4/25, 123
2017/4/26, 138
2017/4/27, 114
2017/4/28, 98
2017/4/29, 81
2017/5/1, 65
2017/5/2, 96
2017/5/3, 93
2017/5/4, 93
2017/5/5, 99
2017/5/6, 91
2017/5/7, 63
2017/5/8, 93
2017/5/26, 29
2017/5/27, 33
2017/5/28, 27
2017/5/29, 32
2017/5/30, 34
2017/5/31, 35
2017/6/1, 53
2017/6/2, 48
2017/6/3, 23
2017/6/4, 43
2017/6/5, 65
2017/6/6, 63
2017/6/7, 33
2017/6/8, 39
2017/6/9, 29
2017/6/10, 29
2017/6/11, 46
2017/6/12, 34
2017/6/13, 41
2017/6/14, 37
2017/6/15, 40
2017/6/16, 16
2017/6/17, 22
2017/6/18, 24
2017/6/19, 44
2017/6/20, 25
2017/6/21, 42
2017/6/22, 39
2017/6/23, 51
2017/6/24, 64
2017/6/25, 59
2017/6/26, 38
2017/6/27, 62
2017/6/28, 43
2017/6/29, 64
2017/6/30, 88
2017/1/2, 240
2017/1/3, 184
2017/1/4, 199
2017/1/5, 198
2017/1/6, 190
2017/1/7, 173
2017/1/8, 150
2017/1/9, 157
2017/1/10, 164
2017/1/11, 185
2017/1/12, 196
2017/1/18, 200
2017/1/19, 208
2017/1/20, 199
2017/1/21, 182
2017/1/22, 169
2017/1/23, 183
2017/1/24, 180
2017/1/25, 186
2017/1/26, 200
2017/1/27, 140
2017/1/28, 156
2017/1/29, 163
2017/1/30, 173
2017/1/31, 194
2017/2/1, 190
2017/2/2, 208
2017/2/3, 213
2017/2/4, 144
2017/2/5, 123
2017/2/6, 141
2017/2/7, 169
2017/2/8, 168
2017/2/9, 170
2017/2/10, 172
2017/2/11, 146
2017/2/12, 171
2017/2/13, 203
2017/2/14, 190
2017/2/15, 166
2017/2/16, 180
2017/2/17, 172
2017/2/18, 162
2017/2/19, 178
2017/2/20, 184
2017/2/21, 130
2017/2/22, 128
2017/2/23, 154
2017/2/24, 177
2017/2/25, 167
2017/2/26, 173
2017/2/27, 212
2017/2/28, 191
2017/3/1, 194
2017/3/2, 166
2017/3/3, 156
2017/3/4, 152
2017/3/5, 142
2017/3/6, 165
2017/3/7, 177
2017/3/8, 152
2017/3/9, 121
2017/3/10, 90
2017/3/11, 92
2017/3/12, 166
2017/3/13, 234
2017/3/14, 171
2017/3/15, 178
2017/3/16, 162
2017/3/17, 140
2017/3/18, 125
2017/3/19, 96
2017/3/20, 118
2017/3/21, 142
2017/3/22, 153
2017/3/23, 150
2017/3/24, 137
2017/3/25, 140
2017/3/26, 138
2017/3/27, 166
2017/3/28, 158
2017/3/29, 155
2017/3/30, 146
2017/3/31, 144
2016/10/1, 66
2016/10/2, 72
2016/10/3, 71
2016/10/4, 62
2016/10/5, 68
2016/10/6, 70
2016/10/7, 48
2016/10/8, 65
2016/10/9, 53
2016/10/10, 76
2016/10/11, 102
2016/10/12, 109
2016/10/13, 97
2016/10/14, 141
2016/10/15, 163
2016/10/16, 164
2016/10/17, 170
2016/10/18, 160
2016/10/19, 161
2016/10/20, 162
2016/10/21, 165
2016/10/22, 162
2016/10/23, 168
2016/10/24, 147
2016/10/25, 125
2016/10/26, 139
2016/10/27, 163
2016/10/28, 168
2016/10/29, 188
2016/10/30, 197
2016/10/31, 210
2016/11/1, 212
2016/11/2, 165
2016/11/3, 164
2016/11/4, 171
2016/11/5, 168
2016/11/6, 161
2016/11/7, 162
2016/11/8, 168
2016/11/9, 161
2016/11/10, 173
2016/11/11, 182
2016/11/12, 180
2016/11/13, 179
2016/11/14, 189
2016/11/15, 211
2016/11/16, 205
2016/11/17, 190
2016/11/18, 166
2016/11/19, 178
2016/11/28, 168
2016/11/29, 209
2016/12/1, 180
2016/12/2, 190
2016/12/3, 177
2016/12/4, 168
2016/12/5, 171
2016/12/6, 174
2016/12/7, 172
2016/12/8, 180
2016/12/9, 186
2016/12/10, 196
2016/12/11, 171
2016/12/12, 183
2016/12/13, 171
2016/12/14, 168
2016/12/15, 157
2016/12/16, 170
2016/12/17, 171
2016/12/18, 134
2016/12/19, 149
2016/12/20, 164
2016/12/21, 177
2016/12/22, 185
2016/12/23, 199
2016/12/24, 200
2016/12/25, 243
2016/12/26, 196
2016/12/27, 180
2016/12/28, 171
2016/12/29, 190
2016/12/30, 204
2016/12/31, 230
2017/1/1, 235
2016/7/1, 68
2016/7/2, 50
2016/7/3, 69
2016/7/4, 73
2016/7/5, 76
2016/7/6, 77
2016/7/7, 76
2016/7/8, 76
2016/7/9, 77
2016/7/10, 77
2016/7/11, 85
2016/7/12, 84
2016/7/13, 84
2016/7/14, 71
2016/7/15, 80
2016/7/16, 69
2016/7/17, 52
2016/7/18, 51
2016/7/19, 64
2016/7/20, 61
2016/7/21, 73
2016/7/22, 77
2016/7/23, 79
2016/7/24, 70
2016/7/25, 61
2016/7/26, 67
2016/7/27, 67
2016/7/28, 66
2016/7/29, 60
2016/7/30, 54
2016/7/31, 59
2016/8/1, 53
2016/8/2, 57
2016/8/3, 44
2016/8/4, 38
2016/8/5, 46
2016/8/6, 47
2016/8/7, 47
2016/8/8, 58
2016/8/9, 61
2016/8/10, 49
2016/8/11, 50
2016/8/12, 53
2016/8/13, 61
2016/8/14, 45
2016/8/15, 37
2016/8/16, 39
2016/8/17, 47
2016/8/18, 53
2016/8/19, 54
2016/8/20, 50
2016/8/22, 42
2016/8/23, 46
2016/8/24, 72
2016/8/25, 59
2016/8/26, 49
2016/8/27, 52
2016/8/28, 42
2016/8/29, 61
2016/8/30, 65
2016/8/31, 51
2016/9/1, 49
2016/9/2, 58
2016/9/3, 78
2016/9/4, 72
2016/9/5, 52
2016/9/6, 55
2016/9/7, 56
2016/9/8, 60
2016/9/9, 96
2016/9/10, 90
2016/9/11, 97
2016/9/12, 74
2016/9/13, 86
2016/9/14, 67
2016/9/15, 49
2016/9/16, 72
2016/9/17, 50
2016/9/18, 33
2016/9/19, 29
2016/9/20, 53
2016/9/21, 43
2016/9/22, 50
2016/9/23, 71
2016/9/24, 67
2016/9/25, 55
2016/9/26, 47
2016/9/27, 63
2016/9/28, 59
2016/9/29, 67
2016/9/30, 83
2016/4/1, 83
2016/4/2, 88
2016/4/3, 111
2016/4/4, 114
2016/4/5, 88
2016/4/6, 77
2016/4/7, 83
2016/4/8, 107
2016/4/9, 113
2016/4/10, 115
2016/4/11, 116
2016/4/12, 107
2016/4/13, 99
2016/4/14, 121
2016/4/15, 107
2016/4/18, 107
2016/4/19, 104
2016/4/20, 130
2016/4/21, 113
2016/4/22, 73
2016/4/23, 83
2016/4/24, 81
2016/4/25, 90
2016/4/26, 85
2016/4/29, 76
2016/4/30, 83
2016/5/1, 73
2016/5/2, 66
2016/5/3, 73
2016/5/4, 75
2016/5/5, 49
2016/5/6, 59
2016/5/7, 69
2016/5/8, 61
2016/5/9, 62
2016/5/10, 67
2016/5/11, 57
2016/5/12, 60
2016/5/13, 68
2016/5/14, 69
2016/5/15, 59
2016/5/16, 59
2016/5/17, 63
2016/5/18, 62
2016/5/19, 56
2016/5/20, 41
2016/5/21, 66
2016/5/22, 58
2016/5/23, 44
2016/5/24, 41
2016/5/25, 37
2016/5/26, 60
2016/5/27, 63
2016/5/28, 59
2016/5/29, 46
2016/5/30, 54
2016/5/31, 39
2016/6/1, 68
2016/6/2, 60
2016/6/3, 54
2016/6/4, 60
2016/6/5, 55
2016/6/6, 96
2016/6/7, 75
2016/6/8, 55
2016/6/9, 61
2016/6/10, 60
2016/6/11, 72
2016/6/12, 55
2016/6/13, 63
2016/6/14, 72
2016/6/15, 68
2016/6/16, 88
2016/6/17, 79
2016/6/18, 80
2016/6/19, 80
2016/6/20, 99
2016/6/21, 51
2016/6/22, 57
2016/6/23, 44
2016/6/24, 52
2016/6/25, 29
2016/6/27, 46
2016/6/28, 40
2016/6/29, 49
2016/6/30, 53
2016/1/4, 188
2016/1/5, 187
2016/1/6, 212
2016/1/7, 242
2016/1/8, 211
2016/1/9, 194
2016/1/10, 178
2016/1/11, 197
2016/1/12, 181
2016/1/13, 173
2016/1/14, 217
2016/1/15, 163
2016/1/16, 149
2016/1/17, 149
2016/1/18, 174
2016/1/19, 142
2016/1/20, 159
2016/1/21, 163
2016/1/22, 146
2016/1/23, 163
2016/1/24, 173
2016/1/25, 195
2016/1/26, 168
2016/1/27, 173
2016/1/28, 217
2016/1/29, 218
2016/1/30, 195
2016/1/31, 179
2016/2/1, 193
2016/2/2, 173
2016/2/3, 193
2016/2/4, 185
2016/2/5, 205
2016/2/6, 165
2016/2/7, 119
2016/2/8, 148
2016/2/9, 214
2016/2/10, 158
2016/2/11, 118
2016/2/12, 117
2016/2/13, 150
2016/2/14, 148
2016/2/15, 166
2016/2/16, 165
2016/2/17, 169
2016/2/18, 162
2016/2/19, 147
2016/2/20, 140
2016/2/21, 158
2016/2/22, 139
2016/2/23, 168
2016/2/24, 173
2016/2/25, 116
2016/2/26, 159
2016/2/27, 205
2016/2/28, 179
2016/2/29, 188
2016/3/1, 198
2016/3/2, 180
2016/3/3, 170
2016/3/4, 126
2016/3/5, 141
2016/3/6, 107
2016/3/7, 136
2016/3/8, 145
2016/3/9, 127
2016/3/10, 156
2016/3/11, 168
2016/3/12, 114
2016/3/13, 67
2016/3/14, 95
2016/3/15, 99
2016/3/16, 100
2016/3/17, 122
2016/3/18, 124
2016/3/21, 130
2016/3/22, 163
2016/3/23, 160
2016/3/24, 157
2016/3/25, 131
2016/3/26, 138
2016/3/27, 153
2016/3/28, 134
2016/3/29, 140
2016/3/30, 134
2016/3/31, 102
2015/10/1, 153
2015/10/2, 126
2015/10/3, 87
2015/10/4, 96
2015/10/5, 115
2015/10/6, 157
2015/10/7, 171
2015/10/8, 172
2015/10/9, 96
2015/10/10, 71
2015/10/11, 80
2015/10/12, 95
2015/10/13, 139
2015/10/14, 160
2015/10/15, 169
2015/10/16, 156
2015/10/17, 159
2015/10/18, 156
2015/10/19, 163
2015/10/20, 160
2015/10/21, 172
2015/10/25, 173
2015/10/26, 163
2015/10/27, 156
2015/10/28, 175
2015/10/29, 174
2015/10/30, 154
2015/10/31, 157
2015/11/1, 155
2015/11/2, 153
2015/11/3, 166
2015/11/4, 171
2015/11/5, 183
2015/11/6, 177
2015/11/7, 152
2015/11/8, 159
2015/11/16, 182
2015/11/17, 171
2015/11/18, 161
2015/11/19, 152
2015/11/20, 151
2015/11/21, 145
2015/11/22, 133
2015/11/23, 148
2015/11/24, 92
2015/11/25, 153
2015/11/27, 156
2015/11/28, 156
2015/11/29, 167
2015/11/30, 175
2015/12/1, 178
2015/12/2, 185
2015/12/3, 172
2015/12/4, 170
2015/12/5, 164
2015/12/6, 166
2015/12/7, 160
2015/12/8, 166
2015/12/9, 174
2015/12/10, 166
2015/12/11, 169
2015/12/12, 175
2015/12/13, 171
2015/12/14, 181
2015/12/15, 186
2015/12/16, 191
2015/12/17, 169
2015/12/18, 165
2015/12/19, 179
2015/12/20, 219
2015/12/21, 183
2015/12/22, 161
2015/12/23, 194
2015/12/24, 173
2015/12/25, 152
2015/12/26, 166
2015/12/27, 176
2015/12/28, 182
2015/12/29, 189
2015/12/30, 188
2016/1/3, 185
2015/7/1, 76
2015/7/2, 56
2015/7/3, 51
